Product Name,Product Price
"Royal White Basmati Rice - 10LB, Authentic Basmati Rice",$16.48
"Sprague Organic Mediterranean Lentil Soup, 398ml Reheat and Serve",$2.97
"Boulangerie Grissol Restaurant Style Croutons Garlic & Herb, Dare, 135g",$2.48
"Great Value No Calorie Sweetener with Sucralose, 275 g, sucralose",$8.47
"Great Value Jasmine Rice, 240 g",$1.97
"Redpath Icing Sugar, 1 kg",$3.77
"Honey Maid Graham Crumbs, 400g",$5.27
"Twinkle Food Colouring 4 pack (4x10ml), Twinkle Food Colouring- Original 4x10ml",$3.97
"Bicks Ultimate Garlic Baby Dill 1L, 1 L",$4.97
"Campbell's Low Fat Cream of Broccoli Condensed Soup, 284 mL",$2.27
"Flakes of Chicken by Maple Leaf, 156 g",$3.27
"Barilla Orzo Pasta, Barilla Orzo 340g",$2.67
"Aylmer Diced Tomatoes with Italian Spices, 769 ml",$2.67
"The Extreme Bean Hot & Spicy Pickled Beans, 500mL",$5.17
"Bick’s Garlic Whole Dill Pickles, 1 L",$4.97
"Pearl River Bridge Light Soy Sauce, 500 mL",$2.27
"Primo Diced Tomatoes, Diced Tomatoes",$2.27
"Fiorfiore bronze dyed 12.5% proteins Lumaconi Pasta, 500g (17,6oz) 12,5% proteins",$1.97
"Aylmer Tomatoes Crushed, 796 ml",$2.67
"Renée’s Greek Feta Dressing, Feta Dressing",$5.77
"Fiorfiore bronze dyed 12.5% proteins Linguine Pasta, 500 g (17,6 oz) 12,5% protein",$1.97
"Heinz Tomato Ketchup, 1.5L",$7.47
"Lancia Shells, 750 g",$2.77
"Great Value Organic Ground Flaxseed, 340 g",$2.97
"Hunt's® Original Thick & Rich Pasta Sauce, 680 mL",$2.47
"Verka Pure Desi Ghee, 400 g",$8.77
"PAM® Original Cooking Spray, 170 g",$5.97
"Smucker's Pure Seedless Strawberry Jam 250mL, 250 mL",$3.97
"DORA CLASSIC STRAWBERRY JAM WITH PECTIN, DORA STRAWBERRY JAM 500ML",$3.97
"Hellmann's Real Mayonnaise, 750 mL Mayonnaise",$6.47
"Fiorfiore bronze dyed 12.5% proteins Rigatoni Pasta, 500 g (17,6 oz) 12,5% proteins",$1.97
"Verka Kesar Mango Pulp, 850 g",$4.27
"Great Value Dehydrated Chive Rings, 5 g",$2.27
"Classico Bolognese Spaghetti Pasta Sauce, Classico Di Bologna Bolognese",$3.27
"Great Value Pearl Barley, 450 g",$1.97
"Great Value Dried Apricots, 300 g",$5.97
"HP Sauce, 400mL",$4.77
"WOWBUTTER Peanut Free Spread Creamy, 500 g",$4.97
"Jell-O Vanilla Instant Pudding Mix, 102g",$1.77
"Great Value Ground Cumin, 97 g",$2.27
"RED CHILLI POWDER, Chili powder spice",$3.77
"Great Value Parboiled Rice, 2 kg",$5.47
"Poutine Gravy, STH Poutine Gravy Sauce 52g",$1.97
"Great Value Peppercorn Medley, 70 g",$2.27
"Bick's Tangy Dill Relish 375ML, 375 mL",$3.27
"ARM & HAMMER Pure Baking Soda, 500 g",$1.97
"Great Value Buffalo Wing Sauce, 350 mL",$2.97
"Peace River Liquid Honey, Peace River Liquid Honey 500g",$8.47
"Keg Steakhouse & Bar Chicken & Rib Seasoning, 168 g",$3.97
"Renée’s Mighty Caesar Dressing, Caesar Dressing",$5.47
"Old El Paso Fajita Seasoning Mix, 24 g",$1.57
"Great Value Walnut Halves & Pieces, 908 g",$14.97
"Great Value Whole Grain Spaghettini, 375 g",97¢
"Great Value Sweet Mix Pickles, 1 L",$3.27
"Great Value Honey Graham Crumbs, 1 kg",$5.47
"Club House, Dry Sauce/Seasoning/Marinade Mix, Sloppy Joe, 37g",$1.47
"Great Value Whole Grain Spaghetti, 375 g",97¢
"Post Shreddies Original Cereal, Jumbo Size, 1.24 kg",$9.47
"Fleischmann's Quick Rise Instant Yeast, 113 g",$4.97
"Mario's Flakes of Ham 156 g, Mario's Flakes of Ham",$1.97
"Fiorfiore Pasta Rotini 500 g, Bronze die-cut pasta made in Italy",$1.97
"Lancia Spaghetti, 750 g",$2.77
"Classico Sweet Basil Marinara Spaghetti Pasta Sauce, Basil Marinara Pasta Sauce",$3.27
"Old El Paso Taco Seasoning Mix Mild, 24 g",$1.57
"Great Value Curry Powder, 150 g",$2.27
"AA-1 Sardines Tomato Sauce Chili, 155 g, Sardines Tomato Sauce Chili",97¢
"Great Value Long Grain Brown Rice, 2 kg",$4.97
"Great Value Frosted Corn Flakes Cereal, 382 g",$2.97
"Post Honey Bunches of Oats With Almond Cereal, Post Honey Bunches of Oats With Almond Cereal 340g",$4.67
"Great Value Refined Avocado Oil, 500 mL",$7.97
"Great Value Corn Flakes Cereal, 340 g",$2.97
"GV TABLE SYRUP LIGHT, 750 mL",$2.97
"Great Value Wine Sauerkraut, 1 L",$3.27
"Hidden Valley Ranch Original Creamy Dressing & Dip, Gluten Free - 473mL, 473 mL",$4.77
"Great Value Bite-Size Frosted Shredded Wheat Cereal, 794 g",$4.97
"Primo Crushed Tomato, Crushed Tomato",$2.27
"Splenda® No Calorie Sweetener Packets, 200 packets, sucralose",$10.97
"Keg Ranch Dressing, 475 mL",$4.27
"MATT & STEVE'S BABY DILLS SPICY DILL, MATT & STEVE'S BABY DILLS SPICY DILL 750ml",$4.97
"Great Value Chopped Walnuts, 100 g",$2.47
"Redpath Dark Brown Sugar, 1 kg",$3.77
"Great Value Yellow Split Peas, 900 g",$2.97
"Great Value Fruity Whirls Cereal, 794 g",$4.97
"Green Giant Canned Sweetlet Peas. Grown & Packed In Canada., G Giant Canned Sweetlet Peas. G",$1.97
"Great Value Organic Vegetable Broth, 946 mL",$1.97
"Lipton Chicken Noodle Dry Soup Mix, 338 g Soup",$3.47
"Great Value Pecan Pieces, 100 g",$2.47
"Fiorfiore bronze dyed 12.5% proteins Farfalle Pasta, 500g (17,6oz) 12,5% proteins",$1.97
"Great Value Crushed Chili Peppers, 100 g",$2.27
"Great Value Original Applesauce 620 mL, Great Value Sweetened Applesauce",$1.97
"Great Value Peach Slices in Light Syrup, 398 mL",$1.97
"KFI Butter Chicken Sauce, KFI Butter Chicken",$6.47
"Green Giant Canned Harvest Select No Added Salt Or Sugar Whole Kernel Corn 341Ml., G Giant Canned Harvest Select N",$1.97
"Great Value Seasoned Bread Crumbs, 425 g",$3.47
"Great Value Bay Leaves, 15 g",$2.27
"Great Value Gluten Free Penne Rigate, 340 g",$1.97
"EXTREME PICKLE SPEAR  GARLIC & DILL, EXTREME PICKLE SPEAR  GARLIC & DILL 750ml",$4.97
"Great Value Milk Chocolate Chips, 775 g",$9.97
"Great Value Vegetable Oil, 5 L",$14.97
"Great Value Sliced Kalamata Olives, 375 mL",$3.47
"Mr. Noodles Chicken Flavour Instant Noodles, 85g",Now 27¢
"Joe's Tasty Travels Joe’s Tasty Travels Roasted & Salted Hulled Sunflower Seeds, 500 g",$3.50
"Chef Boyardee® Mini Ravioli Beef Ravioli in Tomato And Meat Sauce, 425 g",$1.97
"Great Value Plain Bread Crumbs, 425 g",$3.47
"Great Value Pickling Vinegar, 4 L",$3.27
"Post Shredded Wheat Big Biscuit Cereal, 425 g",$4.67
"Great Value Original All-Purpose Flour, 1 kg",$2.27
"PTI BESAN 100%, PTI BESAN (made from ground chana dal, a legume otherwise known as chickpeas. It contains a high proportion of carbohydrates but no gluten )",$4.97
"Crisco Veg Shortening. All-Vegetable Shortening is ideal for baking and frying, Crisco All Vegtable Shortening",$4.47
"Tilda Pure Basmati Rice, 4.54 kg (10 lb)",$18.97
"Great Value Six Bean Medley Canned Mixed Beans, 540 mL",$1.47
"Great Value Coarse Sea Salt, 1 kg",97¢
"Great Value Semi-Sweet Chocolate Chips, 300 g",$3.77
"Great Value Paprika, 130 g",$2.27
"POST RAISIN BRAN, POST RAISIN BRAN RETAIL SIZE",$4.67
"Great Value Original Macaroni & Cheese Dinner, 225 g",97¢
"Great Value Prepared Yellow Mustard, 550 mL",$1.77
"Great Value Pure Liquid Honey, 1 kg",$10.97
"Great Value Chili Style Diced Tomatoes, 796 mL Chili Diced Tomatoes",$1.77
"Great Value Pineapple Slices, 540 mL",$1.87
"Canada Red Garlic & Onion Pasta Sauce, Canadian Pasta Sauce (640ml)",Now $1.67
"Green Giant Canned Cream Style Corn Made With Niblets. Grown & Packed In Canada., G Giant Canned Cream Style Corn",$1.97
"Great Value Ground Black Pepper, 85 g",$2.27
"Sher Desi Durum Flour, Durum wheat flour",$18.97
"Great Value Peas & Carrots, 398 mL",$1.27
"Great Value No Salt Added Black Beans, 540 mL",$1.47
"Great Value Canola Oil, 1 L",$4.97
"Great Value Canola Oil, Canola Oil",$9.97
"Great Value Baby Dill Pickles, 1 L",$3.27
"Saporito Foods Extra Virgin Olive Oil, Extra Virgin Olive Oil",$13.97
"Great Value Flaked Light Tuna, 170 g",97¢
"Great Value Chunk Light Tuna, 170 g (120 g drained), Skipjack in Water",97¢
"Great Value Pure White Vinegar, 4 L",$2.27
"Great Value Vitamins C & D added Evaporated Milk, 354 mL",$1.77
"Great Value Sweetened Condensed Milk, 300 mL",$2.77
"Great Value Pure White Vinegar, 1 L",97¢
"Great Value Pure Baking Soda, 454 g",Now 97¢
"Great Value No Salt Added Diced Tomatoes, 796 mL",$1.77
"Great Value Whole Kernel Corn, 341 mL",$1.27
"Great Value Sliced Mushrooms, 284 mL",$1.27
