Product Name,Product Price
"GoldEgg Golden D Vitamin D Enriched Large Eggs, 18 Count",8.83
"Great Value Light Cream Cheese, 250 g",2.97
"iÖGO Nanö Drinkable Yogurt Lactose Free Apple-Grape 1%, 650 g",4.28
"fairlife Whole Ultrafiltered Milk 1.5L Bottle, 1.5 x L",5.98
"Great Value Old Cheddar Cheese Slices, 210 g, 11 Slices",4.97
"iÖGO Creamy Yogurt Strawberry Raspberry Blueberry Vanilla 1.5%, 16 x 100 g",6.98
"Great Value 2% Cottage Cheese, 500 g",3.98
"Sealtest Partly Skimmed 2% Milk, 4 L bag",6.08
"Great Value Havarti Cheese, 400 g",6.17
"fairlife Skim Ultrafiltered Milk 1.5L Bottle, 1.5 x L",5.98
"Great Value Medium Cheddar Cheese Slices, 230 g, 12 Slices",4.97
"Great Value 1% Cottage Cheese, 750 g",5.48
"Great Value Cream Cheese Spread Herb & Garlic, 227 g",2.97
"Great Value Pizza Mozzarella Cheese, 400 g",6.17
"Great Value Old Cheddar Cheese, 400 g",6.17
"Brar's Malai Paneer, 375 g",5.97
"IÖGO nanö 1% Strawberry Drinkable Yogurt, 6 x 93 mL",4.28
"Great Value Sour Cream, 500 mL",2.48
"Great Value Marble Cheddar Cheese, 400 g",6.17
"Great Value Salted Butter, 454 g",5.88
"Great Value Half & Half Cream, 1 L",3.18
"Great Value XL White Eggs, 12 Count",4.57
"Great Value Large Eggs, 12 Count",3.87
"Smoky Hot Sauce, Naagin Smoky Sauce",7.99
"E-ALTRA DRESSING, E-ALTRA DRESSING",4.47
"Litehouse Homestyle Ranch Dip, 13fl",4.67
"Renée’s Balsamic Vinaigrette, 350 mL Bottle, Balsamic Vinaigrette",5.77
"Hellmann's Real Mayonnaise, 890 mL Mayonnaise",5.97
"Renée’s Light Caesar Dressing, Light Caesar",7.97
"SKINNYGIRL DRESSING POPPYSEED, SKINNYGIRL DRESSING POPPYSEED",2.97
"Kraft Golden Italian Salad Dressing, 425 mL Bottle, KRAFT GOLDEN ITALIAN DRESSING 425",3.77
"Bull's-Eye Sweet & Sticky BBQ Sauce, 425mL",3.47
"Tangy Thai Salad Dressing, Ocean's Halo, Organic, Soy Free, Spicy, Vegan, 12 fl oz, Tangy Thai Salad Dressing",4.97
"J.L. KRAFT Pure Pomegranate Zaatar Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – POMEGRANATE ZAATAR 355",5.47
"Miracle Whip Calorie Wise Spread, 650mL",4.97
"Lady's Choice Sandwich Spread, 470 ml",4.47
"Mother's Recipe Punjabi Teekha Mango Pickle, 500 g",3.78
"French's, Classic Yellow Mustard, 225mL",2.07
"Bull's-Eye Honey Garlic Bonanza BBQ Sauce, 425mL",3.47
"Hellmann's Real Mayonnaise, 890 mL Mayonnaise",5.97
"A.1. Original Steak Sauce, 400mL",5.47
"Keen's Prepared, Hot Mustard, 100mL",2.77
"Kraft Golden Italian Salad Dressing, 425 mL Bottle, KRAFT GOLDEN ITALIAN DRESSING 425",3.77
"J.D. SWTSPY B SC, J.D. SWTSPY B SC",7.97
"Kraft BBQ Sauce, Light, 455mL",1.97
"J.L. KRAFT Pure Pomegranate Zaatar Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – POMEGRANATE ZAATAR 355",5.47
"Our Finest Whole Colossal Olives, 375 mL",4.47
"TABASCO SRIRACHA, E-TABASCO TABASCO SRIRACHA",4.97
"Our Finest Bold & Smoky Tequila BBQ Sauce, 375 mL",3.47
"Unico Sliced Pizza Olives, 375 mL",3.27
"Great Value Secret Recipe Series Poblano Queso Crema Sauce, 250 mL",2.97
"Renée’s Caesar Dressing, Caesar Dressing",5.47
"Kraft Coleslaw Dressing, 425 mL Bottle, KRAFT COLESLAW DRESSING 425",3.77
"Our Finest Artisan Style Honey Wood Smoked BBQ Sauce, 375 mL",3.47
"Great Value Baby Dill Extra Garlic Pickles, 1 L",3.27
"Hellmann's Real Mayonnaise, 890 mL Mayonnaise",5.97
"Kraft Zesty Italian Salad Dressing, 425 mL Bottle, KRAFT ZESTY ITALIAN DRESSING 425",3.77
"Great Value Whole Kalamata Olives, 375 mL",3.47
"Kraft Golden Italian Salad Dressing, 425 mL Bottle, KRAFT GOLDEN ITALIAN DRESSING 425",3.77
"Kraft BBQ Sauce, Chicken & Rib, 455mL",1.97
"EXTREME PICKLE SPEAR  GARLIC & DILL, EXTREME PICKLE SPEAR  GARLIC & DILL 750ml",4.97
"J.L. KRAFT Pure Pomegranate Zaatar Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – POMEGRANATE ZAATAR 355",5.47
"Great Value Sweet and Hot Prepared Mustard, 325 mL",1.97
"Great Value Real Mayonnaise, 750 mL",5.27
"Great Value Tangy Dill Sandwich Pickles, 500 mL",2.97
"Great Value Prepared Yellow Mustard, 400 mL",1.27
"Great Value Real Mayonnaise, 890 mL",4.27
"Hellmann's Real Mayonnaise, 890 mL Mayonnaise",5.97
"Great Value Sliced Black Olives, 398 mL",1.97
"Great Value Sweet Green Relish, 375 mL",1.47
"Kraft Golden Italian Salad Dressing, 425 mL Bottle, KRAFT GOLDEN ITALIAN DRESSING 425",3.77
"Great Value Parmesan & Garlic Flavour Caesar Croutons, 142 g",2.47
"Great Value Baby Dill Pickles, 1 L",3.27
"J.L. KRAFT Pure Pomegranate Zaatar Dressing & Marinade, 355 mL Bottle, J.L. Kraft Pure – POMEGRANATE ZAATAR 355",5.47
"Great Value Ranch Dressing, 475 mL",2.77
"Cathalem Women's Cotton Dress Socks Cute Crew Cotton Turn-Cuff Socks Soft Kint Teen Girls Lettuce Frilly Socks,Yellow One Size",5.16
"Cathalem Women Thin Bamboo Socks Casual Cute Ankle Socks Breathable Knit Cotton Warm Soft Frilly Crew Socks for Women,Green One Size",5.17
"EG TF CINN BRWN SGR FRZ WFL-ᶃT 330GMX8, EG TF CINN BRWN SGR FRZ WFL-ᶃT 330GMX8",3.97
"Great Value Quick Cook Steel Cut Oats, Great Value Quick Cook Steel Cut Oats 1 kg",2.77
"Great Value Buttermilk Pancakes, 936 g",6.47
"Great Value Crispy Rice Cereal, 340 g",2.97
"Post Shreddies Original Cereal, Jumbo Size, 1.24 kg",9.47
"Great Value Banana Nut Granola, 400g",3.97
"Kellogg's Vector Meal Replacement Cereal, 400g, 400g",5.97
"Cinnamon Toast Crunch Kids Breakfast Cereal, Family Size, Whole Grains, 591 g, 591 g",6.97
"Reese's Puffs Minis Breakfast Cereal, Peanut Butter Chocolate, Whole Grains, 331 g",4.97
"Kellogg’s Corn Pops Cereal, Jumbo Size, 730g, 730g",9.77
"Apple Jacks Cereal 345g, Limited Time Only",2.97
"Cheerios VEGGIE blends Blueberry Banana Cereal, Whole Grains, 300 g",3.97
"Oatmeal Crisp Breakfast Cereal, Almond, Family Size, High Fibre, 628 g, 628 g",6.97
"Cinnamon Toast Crunch Loaded Cereal, Whole Grains, 368 g",3.97
"Nesquik Chocolate Breakfast Cereal, Whole Grains and Fibre, 340 g, 340 g",4.97
"EGGO Buttermilk Pancakes, 280G (8 pancakes), EG BTRMLK FRZ PANC 8CT 280GMX16",2.97
"EG TF CINN BRWN SGR FRZ WFL-ᶃT 330GMX8, EG TF CINN BRWN SGR FRZ WFL-ᶃT 330GMX8",3.97
"Quaker Large Flake Oats, 1kg",3.97
"Cinnamon Chex Breakfast Cereal, Gluten Free, Whole Grains, 345 g",4.97
"Multi Grain Cheerios Breakfast Cereal, Whole Grains, 342 g, 342 g",4.97
"WAFFLE MINIS, WAFFLE MINIS",4.67
"Original Cheerios Breakfast Cereal, Whole Grains, 350 g",4.97
"Quaker Life Original Cereal, 450g",4.97
"Vector Maple Cereal 306g, Provides 10g of protein",5.97
"MadeGood Strawberry Granola Minis 5pk, 5 x 24 g",3.97
"Post Timbits Cereal Chocolate Glazed, Weight 326g",4.67
"Post Honeycomb Cereal, 400 g",4.67
"Great Value Quick Oats 1 kg, 100% Whole Grain Rolled Oats",2.77
"POST SHREDDIES FAMILY SIZE, POST SHREDDIES FAMILY SIZE",4.47
"POST RAISIN BRAN FAMILY SIZE, POST RAISIN BRAN FAMILY SIZE",4.47
"Post Shreddies Original Cereal, Retail Size, 440 g, Post Shreddies Original Cereal 440g",4.67
"POST HONEYCOMB FAMILY SIZE, POST HONEYCOMB FAMILY SIZE",4.47
"Post Honey Shreddies Cereal, Retail Size, 440 g, E-SHREDDIES HONEY SHREDDIES",4.67
"Post Oreo O’s® Cereal, 311g",4.67
"POST RAISIN BRAN, POST RAISIN BRAN RETAIL SIZE",4.67
"Post Sugar Crisp Cereal, 365 g",4.67
"E-CROWN BABY CORN CUT, E-CROWN BABY CORN CUT",2.67
"E-ALTRA BRUSSELS SPROUTS, E-ALTRA BRUSSELS SPROUTS",11.97
"SOLID W TUNA/WATER, Kosher",4.47
"Suntat Roasted Eggplant 660g, 660 g",4.97
"SUNBULAH OKRA ZERO, Frozen Okra Zero, 400g",4.97
"SDF PKL CUCUMBER DIL, SDF PKL CUCUMBER DIL",4.97
"Foodfest Gefilte Fish Roll Sweet KPY 500g, Gefilte Fish Roll Sweet KPY",10.97
"SlimFast Original French Vanilla Meal Replacement Shake Mix, 1.2 kg - 36 servings",29.98
"SUNBULAH BROAD BEANS, Frozen Broad Beans, 450g",5.47
"Del Monte® Verry Cherry in 100% fruit juice from concentrate, 112.5ML",17.97
"Kosa Canned Bamboo Slice, 540g",2.57
"GOLD SEAL PINK SALMON 418G, GS PINK SALMON 418G",5.97
"Clover LEAF® Tuna Snacks - Classic, 90 g",1.97
"Ocean Spray® Jellied Cranberry Sauce, 348 mL",2.77
"PRIMO NO SALT ADDED CHICK PEAS, CANNED BEANS - CHICK PEAS - NO SALT ADDED - 540ml",1.77
"BUSH'S® Homestyle Tangy Sauce with Bacon And Brown Sugar Baked Beans, 398 mL",2.47
"Brunswick Sardines in Spring Water, 106 g",1.97
"Rio Mare Solid Light Tuna in Olive Oil, 3 x 80g",6.97
"Aylmer Accents Tomatoes, Diced Stewed Chili, 540 ml",2.67
"Campbell's® Chunky® Chicken à la King Ready to Serve Soup, Ready to Serve Soup 515 mL",1.97
"Sardines in Tomato Sauce, 555 Sardines in Tomato Sauce",1.07
"Hunt's® Onion, Herbs and Spices Tomato Sauce, 680 mL",2.47
"Campbell's® Creamy Tomato Ready to Serve Soup, Ready to Serve Soup 515 mL",2.97
"PRIMO BLACK BEANS, CANNED BEANS - BLACK BEANS - 540ml",1.77
"Primo Diced Tomatoes, Diced Tomatoes",2.27
"Old El Paso Mexican Refried Beans, Pinto Beans, 398 ml, 398 mL",3.97
"Mutti Whole Peeled Tomatoes 796mL, Mutti Pelati",4.77
"Verka Kesar Mango Pulp, 850 g",4.27
"Old El Paso Chopped Green Chilies, 113mL",2.47
"Clover LEAF® Chunk Light Tuna in Water, 170 g",1.97
"Campbell's® Chunky® Vegetable Beef Ready to Serve Soup, Ready to Serve Soup 515 mL",1.97
"Great Value Peach Halves in Fruit Juice from Concentrate, 398 mL",1.97
"Unico Sundried Tomatoes in Oil, 210 mL",4.47
"Great Value Pear Halves in Fruit Juice from Concentrate, 796 mL",3.47
"Hunt's® Original Tomato Paste, 156 mL",1.47
"Great Value Original Applesauce 620 mL, Great Value Sweetened Applesauce",1.97
"Great Value Flaked Light Tuna, 170 g",0.97
"Great Value Chunk Light Tuna, 170 g (120 g drained), Skipjack in Water",0.97
"Great Value No Salt Added Diced Tomatoes, 796 mL",1.77
"Great Value Whole Kernel Corn, 341 mL",1.27
"Great Value No Salt Chick Peas, 540 mL",1.47
"Green Giant Canned Peaches And Cream Whole Kernel Corn. Perfect As A Side Or In A Recipe., G Giant Canned Peaches & Cream",1.97
"Green Giant Canned Whole Kernel Corn Niblets. Grown & Packed In Canada., G Giant Canned Whole Kernel Cor",1.97
"Great Value Dark Red Kidney Beans, 540 mL",1.47
"Great Value Black Turtle Beans, 540 mL",1.47
"Great Value Chick Peas, 540 mL",1.47
"<span class=""normal dark-gray mb0 mt1 lh-title f6 f5-l lh-copy"" data-automation-id=""product-title"">Great Value Red Lentils, 900 g</span>",112542.97672.9717633100
"<span class=""normal dark-gray mb0 mt1 lh-title f6 f5-l lh-copy"" data-automation-id=""product-title"">Great Value Chick Peas, 900 g</span>",112542.97672.9717633100
"Great Value Red Lentils, 900 g",2.97
"Great Value Chick Peas, 900 g",2.97
"Great Value Green Lentils, 900 g",2.97
"Great Value Red Kidney Beans, 900 g",2.97
"Great Value Black Turtle Beans, 900 g",2.97
"Great Value Yellow Split Peas, 900 g",2.97
"Great Value Pearl Barley, 450 g",1.97
"Remix Snacks Bean Bark Cranberry Dark Chocolate 100g, 70% dark chocolate",4.97
"GUXIN MUNG BEANS, GUXIN MUNG BEANS",6.97
"PEAS, PEAS",0.97
